dateTime,Time,Flow,Height
2015-12-24T23:30:00,24.9792,40.946,1.329
2015-12-24T23:45:00,24.9896,41.039,1.331
2015-12-25T00:00:00,25,40.671,1.323
2015-12-25T00:15:00,25.0104,40.487,1.319
2015-12-25T00:30:00,25.0208,40.258,1.314
2015-12-25T00:45:00,25.0313,40.075,1.31
2015-12-25T01:00:00,25.0417,39.938,1.307
2015-12-25T01:15:00,25.0521,39.71,1.302
2015-12-25T01:30:00,25.0625,39.437,1.296
2015-12-25T01:45:00,25.0729,39.346,1.294
2015-12-25T02:00:00,25.0833,38.983,1.286
2015-12-25T02:15:00,25.0938,38.756,1.281
2015-12-25T02:30:00,25.1042,38.395,1.273
2015-12-25T02:45:00,25.1146,38.17,1.268
2015-12-25T03:00:00,25.125,37.945,1.263
2015-12-25T03:15:00,25.1354,37.676,1.257
2015-12-25T03:30:00,25.1458,37.407,1.251
2015-12-25T03:45:00,25.1563,37.139,1.245
2015-12-25T04:00:00,25.1667,36.782,1.237
2015-12-25T04:15:00,25.1771,36.427,1.229
2015-12-25T04:30:00,25.1875,36.338,1.227
2015-12-25T04:45:00,25.1979,36.117,1.222
2015-12-25T05:00:00,25.2083,35.808,1.215
2015-12-25T05:15:00,25.2188,35.543,1.209
2015-12-25T05:30:00,25.2292,35.367,1.205
2015-12-25T05:45:00,25.2396,35.236,1.202
2015-12-25T06:00:00,25.25,35.06,1.198
2015-12-25T06:15:00,25.2604,34.666,1.189
2015-12-25T06:30:00,25.2708,34.579,1.187
2015-12-25T06:45:00,25.2813,34.318,1.181
2015-12-25T07:00:00,25.2917,34.274,1.18
2015-12-25T07:15:00,25.3021,34.144,1.177
2015-12-25T07:30:00,25.3125,34.014,1.174
2015-12-25T07:45:00,25.3229,33.883,1.171
2015-12-25T08:00:00,25.3333,33.71,1.167
2015-12-25T08:15:00,25.3438,33.624,1.165
2015-12-25T08:30:00,25.3542,33.537,1.163
2015-12-25T08:45:00,25.3646,33.408,1.16
2015-12-25T09:00:00,25.375,33.321,1.158
2015-12-25T09:15:00,25.3854,33.235,1.156
2015-12-25T09:30:00,25.3958,33.149,1.154
2015-12-25T09:45:00,25.4063,33.106,1.153
2015-12-25T10:00:00,25.4167,32.848,1.147
2015-12-25T10:15:00,25.4271,32.805,1.146
2015-12-25T10:30:00,25.4375,32.762,1.145
2015-12-25T10:45:00,25.4479,32.548,1.14
2015-12-25T11:00:00,25.4583,32.292,1.134
2015-12-25T11:15:00,25.4688,32.292,1.134
2015-12-25T11:30:00,25.4792,32.206,1.132
2015-12-25T11:45:00,25.4896,32.121,1.13
2015-12-25T12:00:00,25.5,32.121,1.13
2015-12-25T12:15:00,25.5104,32.078,1.129
2015-12-25T12:30:00,25.5208,31.951,1.126
2015-12-25T12:45:00,25.5313,31.993,1.127
2015-12-25T13:00:00,25.5417,32.036,1.128
2015-12-25T13:15:00,25.5521,32.292,1.134
2015-12-25T13:30:00,25.5625,32.206,1.132
2015-12-25T13:45:00,25.5729,32.249,1.133
2015-12-25T14:00:00,25.5833,32.249,1.133
2015-12-25T14:15:00,25.5938,32.335,1.135
2015-12-25T14:30:00,25.6042,32.72,1.144
2015-12-25T14:45:00,25.6146,33.02,1.151
2015-12-25T15:00:00,25.625,33.236,1.156
2015-12-25T15:15:00,25.6354,33.581,1.164
2015-12-25T15:30:00,25.6458,33.971,1.173
2015-12-25T15:45:00,25.6563,34.711,1.19
2015-12-25T16:00:00,25.6667,35.897,1.217
2015-12-25T16:15:00,25.6771,37.856,1.261
2015-12-25T16:30:00,25.6875,40.031,1.309
2015-12-25T16:45:00,25.6979,42.662,1.366
2015-12-25T17:00:00,25.7083,45.727,1.431
2015-12-25T17:15:00,25.7188,49.346,1.506
2015-12-25T17:30:00,25.7292,53.901,1.598
2015-12-25T17:45:00,25.7396,56.787,1.655
2015-12-25T18:00:00,25.75,59.979,1.717
2015-12-25T18:15:00,25.7604,64.179,1.797
2015-12-25T18:30:00,25.7708,68.846,1.884
2015-12-25T18:45:00,25.7813,73.914,1.971
2015-12-25T19:00:00,25.7917,80.168,2.072
2015-12-25T19:15:00,25.8021,86.461,2.171
2015-12-25T19:30:00,25.8125,92.911,2.27
2015-12-25T19:45:00,25.8229,98.101,2.348
2015-12-25T20:00:00,25.8333,103.18,2.423
2015-12-25T20:15:00,25.8438,107.927,2.492
2015-12-25T20:30:00,25.8542,111.482,2.543
2015-12-25T20:45:00,25.8646,115.216,2.596
2015-12-25T21:00:00,25.875,118.49,2.642
2015-12-25T21:15:00,25.8854,123.242,2.708
2015-12-25T21:30:00,25.8958,127.395,2.765
2015-12-25T21:45:00,25.9063,132.261,2.831
2015-12-25T22:00:00,25.9167,137.338,2.899
2015-12-25T22:15:00,25.9271,141.567,2.955
2015-12-25T22:30:00,25.9375,145.839,3.011
2015-12-25T22:45:00,25.9479,150.462,3.071
2015-12-25T23:00:00,25.9583,154.665,3.125
2015-12-25T23:15:00,25.9688,157.487,3.161
2015-12-25T23:30:00,25.9792,161.754,3.215
2015-12-25T23:45:00,25.9896,163.742,3.24
2015-12-26T00:00:00,26,166.218,3.271
2015-12-26T00:15:00,26.0104,167.822,3.291
2015-12-26T00:30:00,26.0208,168.626,3.301
2015-12-26T00:45:00,26.0313,170.561,3.325
2015-12-26T01:00:00,26.0417,172.422,3.348
2015-12-26T01:15:00,26.0521,174.046,3.368
2015-12-26T01:30:00,26.0625,175.023,3.38
2015-12-26T01:45:00,26.0729,176.573,3.399
2015-12-26T02:00:00,26.0833,176.573,3.399
2015-12-26T02:15:00,26.0938,177.801,3.414
2015-12-26T02:30:00,26.1042,178.456,3.422
2015-12-26T02:45:00,26.1146,178.702,3.425
2015-12-26T03:00:00,26.125,178.784,3.426
2015-12-26T03:15:00,26.1354,178.785,3.426
2015-12-26T03:30:00,26.1458,178.62,3.424
2015-12-26T03:45:00,26.1563,178.785,3.426
2015-12-26T04:00:00,26.1667,179.031,3.429
2015-12-26T04:15:00,26.1771,179.524,3.435
2015-12-26T04:30:00,26.1875,179.195,3.431
2015-12-26T04:45:00,26.1979,179.359,3.433
2015-12-26T05:00:00,26.2083,180.922,3.452
2015-12-26T05:15:00,26.2188,181.995,3.465
2015-12-26T05:30:00,26.2292,183.151,3.479
2015-12-26T05:45:00,26.2396,184.394,3.494
2015-12-26T06:00:00,26.25,186.553,3.52
2015-12-26T06:15:00,26.2604,187.803,3.535
2015-12-26T06:30:00,26.2708,189.558,3.556
2015-12-26T06:45:00,26.2813,189.642,3.557
2015-12-26T07:00:00,26.2917,191.234,3.576
2015-12-26T07:15:00,26.3021,192.494,3.591
2015-12-26T07:30:00,26.3125,193.841,3.607
2015-12-26T07:45:00,26.3229,194.685,3.617
2015-12-26T08:00:00,26.3333,196.8,3.642
2015-12-26T08:15:00,26.3438,198.412,3.661
2015-12-26T08:30:00,26.3542,202.675,3.711
2015-12-26T08:45:00,26.3646,205.591,3.745
2015-12-26T09:00:00,26.375,207.055,3.762
2015-12-26T09:15:00,26.3854,208.954,3.784
2015-12-26T09:30:00,26.3958,210.945,3.807
2015-12-26T09:45:00,26.4063,213.291,3.834
2015-12-26T10:00:00,26.4167,215.908,3.864
2015-12-26T10:15:00,26.4271,219.501,3.905
2015-12-26T10:30:00,26.4375,223.202,3.947
2015-12-26T10:45:00,26.4479,225.858,3.977
2015-12-26T11:00:00,26.4583,228.704,4.009
2015-12-26T11:15:00,26.4688,232.187,4.048
2015-12-26T11:30:00,26.4792,234.789,4.077
2015-12-26T11:45:00,26.4896,237.49,4.107
2015-12-26T12:00:00,26.5,239.297,4.127
2015-12-26T12:15:00,26.5104,242.288,4.16
2015-12-26T12:30:00,26.5208,245.109,4.191
2015-12-26T12:45:00,26.5313,248.033,4.223
2015-12-26T13:00:00,26.5417,250.142,4.246
2015-12-26T13:15:00,26.5521,252.624,4.273
2015-12-26T13:30:00,26.5625,255.115,4.3
2015-12-26T13:45:00,26.5729,257.058,4.321
2015-12-26T14:00:00,26.5833,259.75,4.35
2015-12-26T14:15:00,26.5938,261.705,4.371
2015-12-26T14:30:00,26.6042,264.132,4.397
2015-12-26T14:45:00,26.6146,267.692,4.435
2015-12-26T15:00:00,26.625,271.457,4.475
2015-12-26T15:15:00,26.6354,274.861,4.511
2015-12-26T15:30:00,26.6458,278.183,4.546
2015-12-26T15:45:00,26.6563,280.947,4.575
2015-12-26T16:00:00,26.6667,284.198,4.609
2015-12-26T16:15:00,26.6771,286.212,4.63
2015-12-26T16:30:00,26.6875,288.231,4.651
2015-12-26T16:45:00,26.6979,291.124,4.681
2015-12-26T17:00:00,26.7083,293.251,4.703
2015-12-26T17:15:00,26.7188,295.675,4.728
2015-12-26T17:30:00,26.7292,297.813,4.75
2015-12-26T17:45:00,26.7396,299.274,4.765
2015-12-26T18:00:00,26.75,301.225,4.785
2015-12-26T18:15:00,26.7604,303.377,4.807
2015-12-26T18:30:00,26.7708,304.651,4.82
2015-12-26T18:45:00,26.7813,306.418,4.838
2015-12-26T19:00:00,26.7917,308.779,4.862
2015-12-26T19:15:00,26.8021,311.343,4.888
2015-12-26T19:30:00,26.8125,312.727,4.902
2015-12-26T19:45:00,26.8229,313.123,4.906
2015-12-26T20:00:00,26.8333,314.807,4.923
2015-12-26T20:15:00,26.8438,315.6,4.931
2015-12-26T20:30:00,26.8542,316.891,4.944
2015-12-26T20:45:00,26.8646,318.88,4.964
2015-12-26T21:00:00,26.875,321.173,4.987
2015-12-26T21:15:00,26.8854,322.771,5.003
2015-12-26T21:30:00,26.8958,324.572,5.021
2015-12-26T21:45:00,26.9063,325.975,5.035
2015-12-26T22:00:00,26.9167,327.782,5.053
2015-12-26T22:15:00,26.9271,332.012,5.095
2015-12-26T22:30:00,26.9375,333.325,5.108
2015-12-26T22:45:00,26.9479,334.841,5.123
2015-12-26T23:00:00,26.9583,336.462,5.139
2015-12-26T23:15:00,26.9688,337.679,5.151
2015-12-26T23:30:00,26.9792,338.085,5.155
2015-12-26T23:45:00,26.9896,339.711,5.171
2015-12-27T00:00:00,27,340.932,5.183
2015-12-27T00:15:00,27.0104,341.238,5.186
2015-12-27T00:30:00,27.0208,341.645,5.19
2015-12-27T00:45:00,27.0313,343.685,5.21
2015-12-27T01:00:00,27.0417,343.889,5.212
2015-12-27T01:15:00,27.0521,344.298,5.216
2015-12-27T01:30:00,27.0625,343.685,5.21
2015-12-27T01:45:00,27.0729,343.685,5.21
2015-12-27T02:00:00,27.0833,343.583,5.209
2015-12-27T02:15:00,27.0938,344.4,5.217
2015-12-27T02:30:00,27.1042,343.685,5.21
2015-12-27T02:45:00,27.1146,343.583,5.209
2015-12-27T03:00:00,27.125,343.788,5.211
2015-12-27T03:15:00,27.1354,343.175,5.205
2015-12-27T03:30:00,27.1458,342.563,5.199
2015-12-27T03:45:00,27.1563,342.155,5.195
2015-12-27T04:00:00,27.1667,341.442,5.188
2015-12-27T04:15:00,27.1771,341.035,5.184
2015-12-27T04:30:00,27.1875,340.119,5.175
2015-12-27T04:45:00,27.1979,339.712,5.171
2015-12-27T05:00:00,27.2083,339.102,5.165
2015-12-27T05:15:00,27.2188,338.087,5.155
2015-12-27T05:30:00,27.2292,337.782,5.152
2015-12-27T05:45:00,27.2396,337.985,5.154
2015-12-27T06:00:00,27.25,337.681,5.151
2015-12-27T06:15:00,27.2604,336.058,5.135
2015-12-27T06:30:00,27.2708,335.349,5.128
2015-12-27T06:45:00,27.2813,335.349,5.128
2015-12-27T07:00:00,27.2917,334.034,5.115
2015-12-27T07:15:00,27.3021,333.023,5.105
2015-12-27T07:30:00,27.3125,333.327,5.108
2015-12-27T07:45:00,27.3229,331.913,5.094
2015-12-27T08:00:00,27.3333,330.904,5.084
2015-12-27T08:15:00,27.3438,329.998,5.075
2015-12-27T08:30:00,27.3542,328.79,5.063
2015-12-27T08:45:00,27.3646,327.584,5.051
2015-12-27T09:00:00,27.375,325.978,5.035
2015-12-27T09:15:00,27.3854,324.875,5.024
2015-12-27T09:30:00,27.3958,323.274,5.008
2015-12-27T09:45:00,27.4063,321.575,4.991
2015-12-27T10:00:00,27.4167,320.078,4.976
2015-12-27T10:15:00,27.4271,318.286,4.958
2015-12-27T10:30:00,27.4375,316.497,4.94
2015-12-27T10:45:00,27.4479,314.512,4.92
2015-12-27T11:00:00,27.4583,312.434,4.899
2015-12-27T11:15:00,27.4688,310.655,4.881
2015-12-27T11:30:00,27.4792,307.109,4.845
2015-12-27T11:45:00,27.4896,305.341,4.827
2015-12-27T12:00:00,27.5,302.891,4.802
2015-12-27T12:15:00,27.5104,299.96,4.772
2015-12-27T12:30:00,27.5208,297.136,4.743
2015-12-27T12:45:00,27.5313,294.32,4.714
2015-12-27T13:00:00,27.5417,290.935,4.679
2015-12-27T13:15:00,27.5521,288.717,4.656
2015-12-27T13:30:00,27.5625,285.736,4.625
2015-12-27T13:45:00,27.5729,282.958,4.596
2015-12-27T14:00:00,27.5833,279.425,4.559
2015-12-27T14:15:00,27.5938,276.478,4.528
2015-12-27T14:30:00,27.6042,273.919,4.501
2015-12-27T14:45:00,27.6146,271.368,4.474
2015-12-27T15:00:00,27.625,267.134,4.429
2015-12-27T15:15:00,27.6354,263.763,4.393
2015-12-27T15:30:00,27.6458,260.22,4.355
2015-12-27T15:45:00,27.6563,256.693,4.317
2015-12-27T16:00:00,27.6667,253.182,4.279
2015-12-27T16:15:00,27.6771,249.229,4.236
2015-12-27T16:30:00,27.6875,245.845,4.199
2015-12-27T16:45:00,27.6979,241.295,4.149
2015-12-27T17:00:00,27.7083,237.947,4.112
2015-12-27T17:15:00,27.7188,234.345,4.072
2015-12-27T17:30:00,27.7292,230.047,4.024
2015-12-27T17:45:00,27.7396,226.574,3.985
2015-12-27T18:00:00,27.75,222.06,3.934
2015-12-27T18:15:00,27.7604,218.365,3.892
2015-12-27T18:30:00,27.7708,214.866,3.852
2015-12-27T18:45:00,27.7813,210.431,3.801
2015-12-27T19:00:00,27.7917,206.458,3.755
2015-12-27T19:15:00,27.8021,203.109,3.716
2015-12-27T19:30:00,27.8125,199.864,3.678
2015-12-27T19:45:00,27.8229,195.875,3.631
2015-12-27T20:00:00,27.8333,192.921,3.596
2015-12-27T20:15:00,27.8438,189.146,3.551
2015-12-27T20:30:00,27.8542,185.645,3.509
2015-12-27T20:45:00,27.8646,182.828,3.475
2015-12-27T21:00:00,27.875,180.024,3.441
2015-12-27T21:15:00,27.8854,177.562,3.411
2015-12-27T21:30:00,27.8958,174.623,3.375
2015-12-27T21:45:00,27.9063,172.43,3.348
2015-12-27T22:00:00,27.9167,169.6,3.313
2015-12-27T22:15:00,27.9271,166.466,3.274
2015-12-27T22:30:00,27.9375,163.67,3.239
2015-12-27T22:45:00,27.9479,161.206,3.208
2015-12-27T23:00:00,27.9583,158.519,3.174
2015-12-27T23:15:00,27.9688,155.925,3.141
2015-12-27T23:30:00,27.9792,154.204,3.119
2015-12-27T23:45:00,27.9896,151.478,3.084
2015-12-28T00:00:00,28,149.542,3.059
2015-12-28T00:15:00,28.0104,147.537,3.033
2015-12-28T00:30:00,28.0208,145.694,3.009
2015-12-28T00:45:00,28.0313,143.782,2.984
2015-12-28T01:00:00,28.0417,142.183,2.963
2015-12-28T01:15:00,28.0521,140.514,2.941
2015-12-28T01:30:00,28.0625,139.078,2.922
2015-12-28T01:45:00,28.0729,137.422,2.9
2015-12-28T02:00:00,28.0833,135.772,2.878
2015-12-28T02:15:00,28.0938,134.129,2.856
2015-12-28T02:30:00,28.1042,132.938,2.84
2015-12-28T02:45:00,28.1146,131.084,2.815
2015-12-28T03:00:00,28.125,130.05,2.801
2015-12-28T03:15:00,28.1354,128.357,2.778
2015-12-28T03:30:00,28.1458,127.11,2.761
2015-12-28T03:45:00,28.1563,125.722,2.742
2015-12-28T04:00:00,28.1667,124.629,2.727
2015-12-28T04:15:00,28.1771,123.468,2.711
2015-12-28T04:30:00,28.1875,121.876,2.689
2015-12-28T04:45:00,28.1979,120.795,2.674
2015-12-28T05:00:00,28.2083,120.004,2.663
2015-12-28T05:15:00,28.2188,118.57,2.643
2015-12-28T05:30:00,28.2292,117.713,2.631
2015-12-28T05:45:00,28.2396,117.143,2.623
2015-12-28T06:00:00,28.25,116.289,2.611
2015-12-28T06:15:00,28.2604,115.366,2.598
2015-12-28T06:30:00,28.2708,114.376,2.584
2015-12-28T06:45:00,28.2813,113.599,2.573
2015-12-28T07:00:00,28.2917,112.824,2.562
2015-12-28T07:15:00,28.3021,112.051,2.551
2015-12-28T07:30:00,28.3125,111.21,2.539
2015-12-28T07:45:00,28.3229,110.371,2.527
2015-12-28T08:00:00,28.3333,109.395,2.513
2015-12-28T08:15:00,28.3438,108.838,2.505
2015-12-28T08:30:00,28.3542,108.213,2.496
2015-12-28T08:45:00,28.3646,107.382,2.484
2015-12-28T09:00:00,28.375,106.898,2.477
2015-12-28T09:15:00,28.3854,106.208,2.467
2015-12-28T09:30:00,28.3958,105.45,2.456
2015-12-28T09:45:00,28.4063,104.9,2.448
2015-12-28T10:00:00,28.4167,104.352,2.44
2015-12-28T10:15:00,28.4271,103.667,2.43
2015-12-28T10:30:00,28.4375,103.052,2.421
2015-12-28T10:45:00,28.4479,102.302,2.41
2015-12-28T11:00:00,28.4583,101.894,2.404
2015-12-28T11:15:00,28.4688,101.079,2.392
2015-12-28T11:30:00,28.4792,100.537,2.384
2015-12-28T11:45:00,28.4896,99.861,2.374
2015-12-28T12:00:00,28.5,99.659,2.371
2015-12-28T12:15:00,28.5104,99.187,2.364
2015-12-28T12:30:00,28.5208,98.446,2.353
2015-12-28T12:45:00,28.5313,97.909,2.345
2015-12-28T13:00:00,28.5417,97.44,2.338
2015-12-28T13:15:00,28.5521,96.838,2.329
2015-12-28T13:30:00,28.5625,96.504,2.324
2015-12-28T13:45:00,28.5729,95.703,2.312
2015-12-28T14:00:00,28.5833,95.437,2.308
2015-12-28T14:15:00,28.5938,94.706,2.297
2015-12-28T14:30:00,28.6042,94.242,2.29
2015-12-28T14:45:00,28.6146,93.779,2.283
2015-12-28T15:00:00,28.625,93.25,2.275
2015-12-28T15:15:00,28.6354,92.525,2.264
2015-12-28T15:30:00,28.6458,91.999,2.256
2015-12-28T15:45:00,28.6563,91.802,2.253
2015-12-28T16:00:00,28.6667,91.015,2.241
2015-12-28T16:15:00,28.6771,90.361,2.231
2015-12-28T16:30:00,28.6875,89.579,2.219
2015-12-28T16:45:00,28.6979,89.188,2.213
2015-12-28T17:00:00,28.7083,88.539,2.203
2015-12-28T17:15:00,28.7188,88.214,2.198
2015-12-28T17:30:00,28.7292,87.244,2.183
2015-12-28T17:45:00,28.7396,86.664,2.174
2015-12-28T18:00:00,28.75,86.342,2.169
2015-12-28T18:15:00,28.7604,85.571,2.157
2015-12-28T18:30:00,28.7708,85.059,2.149
2015-12-28T18:45:00,28.7813,84.483,2.14
2015-12-28T19:00:00,28.7917,83.782,2.129
2015-12-28T19:15:00,28.8021,83.336,2.122
2015-12-28T19:30:00,28.8125,83.146,2.119
2015-12-28T19:45:00,28.8229,82.511,2.109
2015-12-28T20:00:00,28.8333,81.878,2.099
2015-12-28T20:15:00,28.8438,81.31,2.09
2015-12-28T20:30:00,28.8542,80.995,2.085
2015-12-28T20:45:00,28.8646,80.366,2.075
2015-12-28T21:00:00,28.875,79.99,2.069
2015-12-28T21:15:00,28.8854,79.551,2.062
2015-12-28T21:30:00,28.8958,79.363,2.059
2015-12-28T21:45:00,28.9063,78.676,2.048
2015-12-28T22:00:00,28.9167,78.302,2.042
2015-12-28T22:15:00,28.9271,77.991,2.037
2015-12-28T22:30:00,28.9375,77.619,2.031
2015-12-28T22:45:00,28.9479,77.308,2.026
2015-12-28T23:00:00,28.9583,77.184,2.024
2015-12-28T23:15:00,28.9688,77.184,2.024
2015-12-28T23:30:00,28.9792,76.937,2.02
2015-12-28T23:45:00,28.9896,76.751,2.017
2015-12-29T00:00:00,29,76.257,2.009
2015-12-29T00:15:00,29.0104,75.517,1.997
2015-12-29T00:30:00,29.0208,74.965,1.988
2015-12-29T00:45:00,29.0313,74.413,1.979
2015-12-29T01:00:00,29.0417,73.985,1.972
2015-12-29T01:15:00,29.0521,73.558,1.965
2015-12-29T01:30:00,29.0625,73.131,1.958
2015-12-29T01:45:00,29.0729,72.888,1.954
2015-12-29T02:00:00,29.0833,72.402,1.946
2015-12-29T02:15:00,29.0938,71.978,1.939
2015-12-29T02:30:00,29.1042,71.736,1.935
2015-12-29T02:45:00,29.1146,71.253,1.927
2015-12-29T03:00:00,29.125,70.951,1.922
2015-12-29T03:15:00,29.1354,70.653,1.917
2015-12-29T03:30:00,29.1458,70.544,1.915
2015-12-29T03:45:00,29.1563,70.216,1.909
2015-12-29T04:00:00,29.1667,69.889,1.903
2015-12-29T04:15:00,29.1771,69.617,1.898
2015-12-29T04:30:00,29.1875,69.236,1.891
2015-12-29T04:45:00,29.1979,68.91,1.885
2015-12-29T05:00:00,29.2083,68.747,1.882
2015-12-29T05:15:00,29.2188,68.314,1.874
2015-12-29T05:30:00,29.2292,68.152,1.871
2015-12-29T05:45:00,29.2396,67.882,1.866
2015-12-29T06:00:00,29.25,67.504,1.859
2015-12-29T06:15:00,29.2604,67.289,1.855
2015-12-29T06:30:00,29.2708,67.073,1.851
2015-12-29T06:45:00,29.2813,66.643,1.843
2015-12-29T07:00:00,29.2917,66.482,1.84
2015-12-29T07:15:00,29.3021,66.214,1.835
2015-12-29T07:30:00,29.3125,65.786,1.827
2015-12-29T07:45:00,29.3229,65.733,1.826
2015-12-29T08:00:00,29.3333,65.466,1.821
2015-12-29T08:15:00,29.3438,65.199,1.816
2015-12-29T08:30:00,29.3542,64.879,1.81
2015-12-29T08:45:00,29.3646,64.826,1.809
2015-12-29T09:00:00,29.375,64.454,1.802
2015-12-29T09:15:00,29.3854,64.189,1.797
2015-12-29T09:30:00,29.3958,63.976,1.793
2015-12-29T09:45:00,29.4063,63.606,1.786
2015-12-29T10:00:00,29.4167,63.606,1.786
2015-12-29T10:15:00,29.4271,63.342,1.781
2015-12-29T10:30:00,29.4375,63.025,1.775
2015-12-29T10:45:00,29.4479,62.919,1.773
2015-12-29T11:00:00,29.4583,62.814,1.771
2015-12-29T11:15:00,29.4688,62.183,1.759
2015-12-29T11:30:00,29.4792,62.235,1.76
2015-12-29T11:45:00,29.4896,61.868,1.753
2015-12-29T12:00:00,29.5,61.763,1.751
2015-12-29T12:15:00,29.5104,61.868,1.753
2015-12-29T12:30:00,29.5208,61.554,1.747
2015-12-29T12:45:00,29.5313,61.606,1.748
2015-12-29T13:00:00,29.5417,61.449,1.745
2015-12-29T13:15:00,29.5521,61.083,1.738
2015-12-29T13:30:00,29.5625,60.926,1.735
2015-12-29T13:45:00,29.5729,60.718,1.731
2015-12-29T14:00:00,29.5833,60.353,1.724
2015-12-29T14:15:00,29.5938,60.041,1.718
2015-12-29T14:30:00,29.6042,60.041,1.718
